 No. ,������,�����ѷ�,ȭ��,Ű,��ż����㸮�ѷ�,������,�Ӹ��ѷ�,�߱���,����,������,������,����������,����������,������,����ȭ,BMI����
" 3,524 ",20130429,109.7 cm,94.7 cm,189.8 cm,105.3 cm (41.5 in),83.8 cm,55.8 cm,29.3 cm,9.5 cm,98.1 kg,110-185,110-M(85)-185,105-M(82.3)-185,56ȣ,295mm,27.2
" 3,525 ",20130429,107.8 cm,89.6 cm,179.4 cm,96.2 cm (37.9 in),79.0 cm,59.3 cm,26.6 cm,10.0 cm,85.3 kg,110-178,105-L(84)-178,95-M(79.2)-178,59ȣ,270mm,24.6
" 3,526 ",20130429,90.6 cm,83.0 cm,165.5 cm,72.8 cm (28.7 in),73.1 cm,54.9 cm,25.2 cm,8.5 cm,54.0 kg,90-168,90-M(78)-168,75-M(74.8)-168,55ȣ,255mm,19.7
" 3,527 ",20130429,106.5 cm,85.3 cm,170.6 cm,89.4 cm (35.2 in),75.3 cm,58.0 cm,25.7 cm,9.9 cm,75.6 kg,105-173,105-L(82)-173,90-M(77)-173,58ȣ,260mm,26.0
" 3,528 ",20130429,93.6 cm,87.5 cm,174.2 cm,80.4 cm (31.7 in),76.9 cm,56.5 cm,26.5 cm,9.5 cm,60.1 kg,95-173,95-L(84)-178,80-M(77)-173,57ȣ,265mm,19.8
" 3,529 ",20130429,108.7 cm,92.3 cm,183.8 cm,78.5 cm (30.9 in),81.2 cm,60.1 cm,28.1 cm,9.4 cm,94.5 kg,110-185,110-M(85)-185,80-M(82.3)-185,60ȣ,285mm,27.9
" 3,530 ",20130429,88.5 cm,84.7 cm,169.6 cm,84.3 cm (33.2 in),74.6 cm,57.3 cm,31.6 cm,8.1 cm,48.5 kg,90-168,90-M(80)-173,85-M(74.8)-168,57ȣ,320mm,16.9
" 3,531 ",20130429,89.1 cm,87.5 cm,174.2 cm,83.5 cm (32.9 in),76.7 cm,54.7 cm,26.4 cm,8.0 cm,56.0 kg,90-173,90-M(82)-178,85-M(77)-173,55ȣ,265mm,18.5
" 3,532 ",20130429,83.4 cm,83.1 cm,165.8 cm,78.8 cm (31.0 in),72.9 cm,55.3 cm,25.3 cm,9.2 cm,48.8 kg,90-168,90-M(78)-168,80-S(71.8)-168,55ȣ,255mm,17.8
" 3,533 ",20130429,92.1 cm,89.5 cm,178.5 cm,78.9 cm (31.1 in),78.7 cm,56.4 cm,26.2 cm,9.7 cm,62.1 kg,90-178,95-L(84)-178,80-M(79.2)-178,56ȣ,265mm,19.5
" 3,534 ",20130429,93.5 cm,86.4 cm,172.6 cm,79.5 cm (31.3 in),75.8 cm,58.3 cm,26.3 cm,8.2 cm,64.9 kg,95-173,95-L(82)-173,80-M(77)-173,58ȣ,265mm,21.7
" 3,535 ",20130429,91.9 cm,90.0 cm,179.7 cm,78.2 cm (30.8 in),79.3 cm,57.5 cm,27.8 cm,8.8 cm,65.1 kg,90-178,95-L(84)-178,80-M(79.2)-178,57ȣ,280mm,20.2
" 3,536 ",20130429,99.2 cm,89.5 cm,179.8 cm,74.0 cm (29.1 in),79.2 cm,54.2 cm,26.6 cm,11.4 cm,65.0 kg,100-178,100-L(87)-185,75-M(79.2)-178,54ȣ,270mm,20.1
" 3,537 ",20130429,101.4 cm,82.1 cm,165.1 cm,66.1 cm (26.0 in),72.8 cm,58.7 cm,25.2 cm,9.4 cm,66.9 kg,100-168,100-L(80)-168,75-M(74.8)-168,59ȣ,255mm,24.6
" 3,538 ",20130429,75.1 cm,86.6 cm,173.8 cm,77.7 cm (30.6 in),76.8 cm,53.5 cm,26.9 cm,28.6 cm,71.1 kg,90-173,90-M(82)-178,80-M(77)-173,54ȣ,270mm,23.5
" 3,539 ",20130429,106.1 cm,85.8 cm,172.1 cm,91.4 cm (36.0 in),76.0 cm,55.2 cm,26.0 cm,9.0 cm,75.8 kg,105-173,105-L(82)-173,90-M(77)-173,55ȣ,260mm,25.7
" 3,540 ",20130429,102.6 cm,93.4 cm,186.5 cm,85.4 cm (33.6 in),82.0 cm,59.2 cm,29.3 cm,9.8 cm,86.6 kg,105-185,100-L(87)-185,85-M(82.3)-185,59ȣ,295mm,25.0
" 3,541 ",20130429,95.9 cm,93.0 cm,185.2 cm,89.2 cm (35.1 in),81.6 cm,57.4 cm,28.1 cm,13.0 cm,82.0 kg,95-185,100-L(87)-185,90-M(82.3)-185,57ȣ,285mm,23.9
" 3,542 ",20130429,91.8 cm,84.5 cm,168.8 cm,76.5 cm (30.1 in),74.5 cm,54.8 cm,25.5 cm,9.1 cm,60.0 kg,90-168,95-L(80)-168,75-M(74.8)-168,55ȣ,255mm,21.1
" 3,543 ",20130429,105.8 cm,86.7 cm,173.2 cm,103.6 cm (40.8 in),76.1 cm,60.0 cm,26.9 cm,9.3 cm,87.8 kg,105-173,105-L(82)-173,100-M(77)-173,60ȣ,270mm,29.2
" 3,544 ",20130429,94.5 cm,86.3 cm,173.5 cm,75.9 cm (29.9 in),76.3 cm,54.8 cm,25.2 cm,8.6 cm,57.6 kg,95-173,95-L(82)-173,75-M(77)-173,55ȣ,255mm,19.2
" 3,545 ",20130429,89.4 cm,86.9 cm,173.3 cm,87.4 cm (34.4 in),76.4 cm,54.8 cm,26.2 cm,8.9 cm,57.2 kg,90-173,90-M(82)-178,85-M(77)-173,55ȣ,265mm,19.0
" 3,546 ",20130429,104.3 cm,87.9 cm,176.2 cm,87.9 cm (34.6 in),77.8 cm,56.3 cm,26.7 cm,9.6 cm,76.3 kg,105-178,105-L(84)-178,90-M(79.2)-178,56ȣ,270mm,24.6
" 3,547 ",20130429,92.3 cm,88.2 cm,176.3 cm,75.9 cm (29.9 in),77.6 cm,54.9 cm,27.4 cm,9.1 cm,58.9 kg,90-178,95-L(84)-178,75-M(79.2)-178,55ȣ,275mm,19.0
" 3,548 ",20130429,100.7 cm,85.5 cm,172.0 cm,88.9 cm (35.0 in),75.9 cm,59.0 cm,26.5 cm,9.6 cm,76.9 kg,100-173,100-L(82)-173,90-M(77)-173,59ȣ,265mm,26.0
" 3,549 ",20130429,88.6 cm,86.2 cm,172.2 cm,74.2 cm (29.2 in),75.8 cm,56.4 cm,25.1 cm,8.6 cm,61.2 kg,90-173,90-M(80)-173,75-M(77)-173,56ȣ,255mm,20.7
" 3,550 ",20130429,95.4 cm,85.5 cm,170.2 cm,79.8 cm (31.4 in),75.1 cm,53.7 cm,25.8 cm,10.0 cm,60.3 kg,95-168,95-L(82)-173,80-M(74.8)-168,54ȣ,260mm,20.8
" 3,551 ",20130429,100.1 cm,91.7 cm,183.0 cm,90.1 cm (35.5 in),80.7 cm,59.5 cm,28.5 cm,10.2 cm,77.3 kg,100-185,100-L(87)-185,90-M(82.3)-185,59ȣ,285mm,23.1
" 3,552 ",20130429,114.7 cm,90.9 cm,182.0 cm,107.1 cm (42.2 in),80.1 cm,57.6 cm,28.1 cm,9.8 cm,94.5 kg,115-185,115-M(85)-185,105-M(82.3)-185,58ȣ,285mm,28.5
" 3,553 ",20130429,105.0 cm,88.7 cm,178.2 cm,88.2 cm (34.7 in),78.7 cm,55.5 cm,25.8 cm,8.5 cm,75.0 kg,105-178,105-L(84)-178,90-M(79.2)-178,55ȣ,260mm,23.6
" 3,554 ",20130429,94.1 cm,81.7 cm,163.7 cm,75.0 cm (29.5 in),72.3 cm,56.0 cm,23.9 cm,9.4 cm,55.3 kg,95-168,95-L(80)-168,75-M(74.8)-168,56ȣ,240mm,20.6
" 3,555 ",20130429,102.1 cm,88.6 cm,177.7 cm,86.9 cm (34.2 in),78.5 cm,55.8 cm,26.1 cm,9.8 cm,78.0 kg,100-178,100-L(84)-178,85-M(79.2)-178,56ȣ,265mm,24.7
" 3,556 ",20130429,81.5 cm,85.7 cm,171.8 cm,72.4 cm (28.5 in),75.9 cm,56.6 cm,25.8 cm,9.0 cm,52.8 kg,90-173,90-M(80)-173,70-M(77)-173,57ȣ,260mm,17.9
" 3,557 ",20130429,91.0 cm,90.0 cm,180.2 cm,73.2 cm (28.8 in),79.6 cm,59.3 cm,27.1 cm,9.0 cm,70.3 kg,90-178,90-M(85)-185,75-M(79.2)-178,59ȣ,275mm,21.7
" 3,558 ",20130429,88.9 cm,87.6 cm,175.3 cm,86.7 cm (34.1 in),77.4 cm,57.3 cm,27.2 cm,8.3 cm,71.1 kg,90-173,90-M(82)-178,85-M(77)-173,57ȣ,275mm,23.1
" 3,559 ",20130429,85.7 cm,85.6 cm,170.6 cm,78.2 cm (30.8 in),75.1 cm,55.2 cm,26.2 cm,7.5 cm,47.5 kg,90-173,90-M(80)-173,80-S(74)-173,55ȣ,265mm,16.3
" 3,560 ",20130429,105.7 cm,89.9 cm,178.9 cm,98.7 cm (38.8 in),78.9 cm,59.9 cm,26.9 cm,9.4 cm,84.2 kg,105-178,105-L(84)-178,100-M(79.2)-178,60ȣ,270mm,26.3
" 3,561 ",20130429,92.0 cm,85.0 cm,169.5 cm,73.0 cm (28.7 in),74.7 cm,54.4 cm,25.7 cm,9.3 cm,57.8 kg,90-168,95-L(82)-173,75-M(74.8)-168,54ȣ,260mm,20.1
" 3,562 ",20130429,96.8 cm,91.3 cm,182.7 cm,87.7 cm (34.5 in),80.5 cm,57.4 cm,25.9 cm,10.4 cm,70.2 kg,95-185,100-L(87)-185,90-M(82.3)-185,57ȣ,260mm,21.0
" 3,563 ",20130429,88.3 cm,90.5 cm,181.7 cm,76.1 cm (30.0 in),79.9 cm,57.5 cm,27.1 cm,9.6 cm,56.5 kg,90-178,90-M(85)-185,75-M(79.2)-178,58ȣ,275mm,16.8
" 3,564 ",20130429,103.4 cm,94.7 cm,189.4 cm,84.9 cm (33.4 in),83.5 cm,57.6 cm,30.0 cm,11.1 cm,84.2 kg,105-185,100-L(87)-185,85-M(82.3)-185,58ȣ,300mm,23.4
" 3,565 ",20130429,106.5 cm,87.0 cm,175.1 cm,93.9 cm (37.0 in),77.0 cm,59.0 cm,27.0 cm,11.6 cm,82.6 kg,105-173,105-L(84)-178,95-M(77)-173,59ȣ,270mm,27.0
" 3,566 ",20130429,89.5 cm,86.5 cm,172.8 cm,76.8 cm (30.2 in),76.0 cm,55.0 cm,27.2 cm,10.2 cm,61.3 kg,90-173,90-M(80)-173,75-M(77)-173,55ȣ,275mm,20.5
" 3,567 ",20130429,97.1 cm,88.5 cm,176.7 cm,85.5 cm (33.7 in),77.7 cm,58.1 cm,26.2 cm,8.7 cm,71.5 kg,95-178,95-L(84)-178,85-M(79.2)-178,58ȣ,265mm,22.9
" 3,568 ",20130429,99.3 cm,87.7 cm,176.0 cm,87.6 cm (34.5 in),77.8 cm,60.0 cm,30.2 cm,9.4 cm,71.2 kg,100-178,100-L(84)-178,90-M(79.2)-178,60ȣ,305mm,22.9
" 3,569 ",20130429,105.9 cm,87.5 cm,175.0 cm,95.7 cm (37.7 in),77.1 cm,59.1 cm,25.8 cm,9.9 cm,76.2 kg,105-173,105-L(84)-178,95-M(77)-173,59ȣ,260mm,24.9
" 3,570 ",20130429,92.8 cm,86.5 cm,173.2 cm,78.3 cm (30.8 in),76.5 cm,60.3 cm,27.2 cm,9.0 cm,66.7 kg,95-173,95-L(82)-173,80-M(77)-173,60ȣ,275mm,21.8
" 3,571 ",20130429,102.8 cm,84.5 cm,168.2 cm,89.2 cm (35.1 in),74.3 cm,56.8 cm,25.6 cm,9.2 cm,74.1 kg,105-168,100-L(80)-168,90-S(71.8)-168,57ȣ,260mm,26.2
" 3,572 ",20130429,85.8 cm,85.0 cm,170.6 cm,76.0 cm (29.9 in),75.4 cm,54.6 cm,25.7 cm,9.7 cm,52.6 kg,90-173,90-M(80)-173,75-M(74.8)-168,55ȣ,260mm,18.1
" 3,573 ",20130429,105.4 cm,91.5 cm,183.9 cm,98.0 cm (38.6 in),81.2 cm,58.7 cm,29.7 cm,9.6 cm,86.3 kg,105-185,105-M(85)-185,100-M(82.3)-185,59ȣ,300mm,25.5
" 3,574 ",20130429,105.0 cm,85.2 cm,170.0 cm,94.0 cm (37.0 in),75.0 cm,60.3 cm,26.1 cm,9.5 cm,71.5 kg,105-168,105-L(82)-173,95-M(77)-173,60ȣ,265mm,24.7
" 3,575 ",20130429,89.4 cm,89.5 cm,178.5 cm,83.9 cm (33.0 in),78.9 cm,57.3 cm,26.1 cm,7.5 cm,53.0 kg,90-178,90-M(82)-178,85-M(79.2)-178,57ȣ,265mm,16.6
" 3,576 ",20130429,95.8 cm,85.8 cm,171.3 cm,82.4 cm (32.5 in),75.5 cm,58.1 cm,24.5 cm,8.6 cm,62.8 kg,95-173,95-L(82)-173,80-S(74)-173,58ȣ,245mm,21.3
" 3,577 ",20130429,94.5 cm,91.3 cm,183.4 cm,82.2 cm (32.4 in),80.6 cm,58.5 cm,27.4 cm,10.7 cm,73.2 kg,95-185,95-M(85)-185,80-M(82.3)-185,58ȣ,275mm,21.8
" 3,578 ",20130429,87.4 cm,82.2 cm,163.7 cm,69.0 cm (27.2 in),72.3 cm,55.3 cm,24.3 cm,9.2 cm,48.3 kg,90-168,90-M(78)-168,75-M(74.8)-168,55ȣ,245mm,18.0
" 3,579 ",20130429,92.6 cm,90.5 cm,181.5 cm,70.7 cm (27.8 in),80.2 cm,57.7 cm,27.3 cm,8.8 cm,67.2 kg,95-178,95-M(85)-185,75-M(79.2)-178,58ȣ,275mm,20.4
" 3,580 ",20130429,100.2 cm,86.1 cm,171.7 cm,86.7 cm (34.1 in),75.9 cm,57.0 cm,24.8 cm,10.7 cm,68.8 kg,100-173,100-L(82)-173,85-M(77)-173,57ȣ,250mm,23.3
" 3,581 ",20130429,85.9 cm,84.3 cm,167.8 cm,74.9 cm (29.5 in),74.1 cm,57.5 cm,25.2 cm,9.6 cm,47.9 kg,90-168,90-M(78)-168,75-M(74.8)-168,58ȣ,255mm,17.0
" 3,582 ",20130429,113.0 cm,84.6 cm,168.5 cm,99.5 cm (39.2 in),74.0 cm,61.1 cm,25.6 cm,10.1 cm,88.2 kg,110-168,115-M(80)-173,95-S(71.8)-168,61ȣ,260mm,31.1
" 3,583 ",20130429,111.8 cm,86.4 cm,172.1 cm,97.9 cm (38.5 in),76.0 cm,54.9 cm,26.1 cm,9.2 cm,82.0 kg,110-173,110-M(80)-173,100-M(77)-173,55ȣ,265mm,27.7
" 3,584 ",20130429,96.7 cm,86.9 cm,173.1 cm,80.2 cm (31.6 in),76.1 cm,54.9 cm,26.1 cm,10.1 cm,71.9 kg,95-173,95-L(82)-173,80-M(77)-173,55ȣ,265mm,24.0
" 3,585 ",20130429,92.2 cm,89.2 cm,179.2 cm,70.5 cm (27.8 in),79.0 cm,57.9 cm,26.1 cm,8.9 cm,62.3 kg,90-178,95-L(84)-178,75-M(79.2)-178,58ȣ,265mm,19.4
" 3,586 ",20130429,109.5 cm,84.2 cm,167.7 cm,96.9 cm (38.2 in),73.9 cm,55.1 cm,24.2 cm,8.8 cm,81.7 kg,110-168,110-M(78)-168,95-S(71.8)-168,55ȣ,245mm,29.1
" 3,587 ",20130429,101.9 cm,92.0 cm,184.5 cm,96.9 cm (38.1 in),81.3 cm,62.3 cm,29.5 cm,9.4 cm,91.7 kg,100-185,100-L(87)-185,95-M(82.3)-185,62ȣ,295mm,26.9
" 3,588 ",20130429,95.8 cm,82.1 cm,165.0 cm,83.6 cm (32.9 in),72.8 cm,59.5 cm,27.3 cm,9.4 cm,72.0 kg,95-168,95-L(80)-168,85-S(71.8)-168,59ȣ,275mm,26.4
" 3,589 ",20130429,88.1 cm,89.7 cm,179.7 cm,77.7 cm (30.6 in),79.3 cm,53.3 cm,26.4 cm,8.3 cm,60.7 kg,90-178,90-M(85)-185,80-M(79.2)-178,53ȣ,265mm,18.8
" 3,590 ",20130429,108.5 cm,87.8 cm,174.8 cm,94.1 cm (37.1 in),77.1 cm,55.4 cm,24.5 cm,10.4 cm,91.6 kg,110-173,105-L(84)-178,95-M(77)-173,55ȣ,245mm,30.0
" 3,591 ",20130429,86.9 cm,85.7 cm,171.0 cm,71.1 cm (28.0 in),75.4 cm,54.8 cm,25.0 cm,9.4 cm,50.7 kg,90-173,90-M(80)-173,70-M(77)-173,55ȣ,250mm,17.3
" 3,592 ",20130429,100.5 cm,88.7 cm,176.7 cm,85.4 cm (33.6 in),77.9 cm,57.9 cm,27.4 cm,10.8 cm,71.9 kg,100-178,100-L(84)-178,85-M(79.2)-178,58ȣ,275mm,23.0
" 3,593 ",20130429,90.8 cm,85.6 cm,171.3 cm,74.8 cm (29.4 in),75.4 cm,54.3 cm,26.0 cm,8.3 cm,58.2 kg,90-173,95-L(82)-173,75-M(77)-173,54ȣ,260mm,19.8
" 3,594 ",20130429,100.0 cm,87.8 cm,174.8 cm,79.6 cm (31.3 in),77.1 cm,58.8 cm,25.4 cm,8.3 cm,70.4 kg,100-173,100-L(84)-178,80-M(77)-173,59ȣ,255mm,23.1
" 3,595 ",20130429,87.5 cm,80.7 cm,160.4 cm,82.5 cm (32.5 in),70.7 cm,57.1 cm,25.0 cm,9.8 cm,58.3 kg,90-168,90-M(78)-168,85-S(71.8)-168,57ȣ,250mm,22.7
" 3,596 ",20130429,111.2 cm,84.9 cm,169.3 cm,97.9 cm (38.5 in),74.5 cm,56.3 cm,25.0 cm,8.3 cm,83.4 kg,110-168,110-M(80)-173,95-S(71.8)-168,56ȣ,250mm,29.1
" 3,597 ",20130429,95.4 cm,88.6 cm,176.5 cm,83.0 cm (32.7 in),77.7 cm,57.0 cm,27.7 cm,9.9 cm,63.5 kg,95-178,95-L(84)-178,85-S(76.2)-178,57ȣ,280mm,20.4
" 3,598 ",20130429,107.8 cm,87.6 cm,175.6 cm,99.1 cm (39.0 in),77.6 cm,56.8 cm,26.7 cm,10.9 cm,85.5 kg,110-178,105-L(84)-178,100-M(77)-173,57ȣ,270mm,27.7
" 3,599 ",20130429,99.7 cm,83.7 cm,166.8 cm,86.5 cm (34.1 in),73.4 cm,59.1 cm,25.0 cm,9.9 cm,74.4 kg,100-168,100-L(80)-168,85-M(74.8)-168,59ȣ,250mm,26.4
" 3,600 ",20130429,83.1 cm,84.9 cm,170.4 cm,69.3 cm (27.3 in),75.2 cm,56.9 cm,25.3 cm,7.5 cm,49.7 kg,90-168,90-M(80)-173,70-M(77)-173,57ȣ,255mm,17.1
" 3,601 ",20130429,90.1 cm,86.3 cm,171.8 cm,82.0 cm (32.3 in),75.8 cm,59.0 cm,27.5 cm,8.1 cm,58.1 kg,90-173,90-M(80)-173,80-M(77)-173,59ȣ,275mm,19.7
" 3,602 ",20130429,103.7 cm,88.6 cm,176.5 cm,93.1 cm (36.7 in),77.6 cm,55.9 cm,26.9 cm,10.3 cm,79.2 kg,105-178,105-L(84)-178,95-M(79.2)-178,56ȣ,270mm,25.4
" 3,603 ",20130429,99.2 cm,87.2 cm,175.0 cm,80.1 cm (31.6 in),77.3 cm,57.6 cm,25.7 cm,8.9 cm,66.4 kg,100-173,100-L(84)-178,80-M(77)-173,58ȣ,260mm,21.5
" 3,604 ",20130429,94.5 cm,88.7 cm,177.0 cm,81.3 cm (32.0 in),77.8 cm,57.8 cm,25.6 cm,10.4 cm,62.9 kg,95-178,95-L(84)-178,80-M(79.2)-178,58ȣ,260mm,20.1
" 3,605 ",20130429,93.0 cm,85.8 cm,172.6 cm,81.1 cm (31.9 in),75.8 cm,56.5 cm,26.5 cm,9.4 cm,66.6 kg,95-173,95-L(82)-173,80-M(77)-173,56ȣ,265mm,22.4
" 3,606 ",20130429,90.6 cm,85.8 cm,170.9 cm,72.5 cm (28.5 in),75.5 cm,57.9 cm,25.3 cm,9.2 cm,54.0 kg,90-173,95-L(82)-173,75-M(77)-173,58ȣ,255mm,18.5
" 3,607 ",20130429,90.4 cm,86.2 cm,172.9 cm,89.0 cm (35.0 in),76.0 cm,54.9 cm,25.9 cm,10.3 cm,67.3 kg,90-173,90-M(80)-173,90-M(77)-173,55ȣ,260mm,22.5
" 3,608 ",20130429,88.8 cm,84.7 cm,168.9 cm,79.3 cm (31.2 in),74.3 cm,56.9 cm,26.3 cm,9.4 cm,53.3 kg,90-168,90-M(80)-173,80-M(74.8)-168,57ȣ,265mm,18.6
" 3,609 ",20130429,99.9 cm,85.6 cm,172.0 cm,94.2 cm (37.1 in),75.6 cm,56.7 cm,25.6 cm,10.2 cm,78.0 kg,100-173,100-L(82)-173,95-M(77)-173,57ȣ,260mm,26.3
" 3,610 ",20130429,100.7 cm,87.7 cm,175.2 cm,89.2 cm (35.1 in),77.1 cm,56.9 cm,27.4 cm,8.9 cm,76.3 kg,100-173,100-L(84)-178,90-M(77)-173,57ȣ,275mm,24.8
" 3,611 ",20130429,91.1 cm,88.0 cm,176.2 cm,75.3 cm (29.6 in),77.6 cm,53.5 cm,25.7 cm,8.8 cm,60.1 kg,90-178,95-L(84)-178,75-M(79.2)-178,53ȣ,260mm,19.3
" 3,612 ",20130429,100.6 cm,88.3 cm,176.1 cm,85.1 cm (33.5 in),77.7 cm,60.2 cm,25.9 cm,9.7 cm,76.7 kg,100-178,100-L(84)-178,85-S(76.2)-178,60ȣ,260mm,24.8
" 3,613 ",20130429,86.3 cm,84.5 cm,168.6 cm,69.3 cm (27.3 in),74.3 cm,55.3 cm,24.9 cm,9.7 cm,55.5 kg,90-168,90-M(80)-173,70-M(77)-173,55ȣ,250mm,19.6
" 3,614 ",20130429,87.6 cm,84.5 cm,168.5 cm,70.4 cm (27.7 in),74.2 cm,57.8 cm,24.2 cm,9.9 cm,57.3 kg,90-168,90-M(80)-173,75-M(74.8)-168,58ȣ,245mm,20.2
" 3,615 ",20130429,87.1 cm,83.3 cm,167.2 cm,70.5 cm (27.8 in),73.8 cm,56.5 cm,24.5 cm,9.1 cm,51.4 kg,90-168,90-M(78)-168,75-M(74.8)-168,57ȣ,245mm,18.4
" 3,616 ",20130429,92.9 cm,90.9 cm,181.7 cm,80.3 cm (31.6 in),80.0 cm,58.7 cm,27.6 cm,8.4 cm,59.6 kg,95-185,95-M(85)-185,80-M(79.2)-178,59ȣ,280mm,18.2
" 3,617 ",20130429,110.9 cm,88.1 cm,176.5 cm,102.7 cm (40.4 in),77.9 cm,55.8 cm,28.9 cm,8.5 cm,98.7 kg,110-178,110-M(82)-178,105-M(79.2)-178,56ȣ,290mm,31.7
" 3,618 ",20130429,84.6 cm,86.9 cm,174.2 cm,77.9 cm (30.7 in),76.9 cm,56.1 cm,26.4 cm,8.3 cm,54.2 kg,90-173,90-M(82)-178,80-M(77)-173,56ȣ,265mm,17.7
" 3,619 ",20130429,111.2 cm,89.9 cm,179.2 cm,101.3 cm (39.9 in),78.9 cm,61.0 cm,27.8 cm,9.5 cm,97.4 kg,110-178,110-M(85)-185,100-M(79.2)-178,61ȣ,280mm,30.3
" 3,620 ",20130429,97.2 cm,83.5 cm,166.8 cm,85.1 cm (33.5 in),73.4 cm,56.1 cm,25.1 cm,9.8 cm,67.0 kg,95-168,95-L(80)-168,85-M(74.8)-168,56ȣ,255mm,24.0
" 3,621 ",20130429,94.5 cm,86.1 cm,172.1 cm,79.9 cm (31.5 in),75.9 cm,58.1 cm,26.6 cm,9.1 cm,60.3 kg,95-173,95-L(82)-173,80-M(77)-173,58ȣ,270mm,20.4
" 3,622 ",20130429,88.7 cm,84.5 cm,169.8 cm,79.8 cm (31.4 in),74.9 cm,53.0 cm,24.3 cm,8.3 cm,61.2 kg,90-168,90-M(80)-173,80-M(74.8)-168,53ȣ,245mm,21.2
" 3,623 ",20130429,87.1 cm,89.0 cm,177.3 cm,90.6 cm (35.7 in),77.9 cm,52.8 cm,25.9 cm,8.0 cm,58.1 kg,90-178,90-M(82)-178,90-M(79.2)-178,53ȣ,260mm,18.5
" 3,624 ",20130429,83.3 cm,89.0 cm,178.9 cm,84.8 cm (33.4 in),79.0 cm,59.3 cm,25.9 cm,9.5 cm,56.3 kg,90-178,90-M(82)-178,85-M(79.2)-178,59ȣ,260mm,17.6
" 3,625 ",20130429,103.2 cm,87.3 cm,173.8 cm,95.9 cm (37.7 in),76.7 cm,59.6 cm,26.2 cm,10.2 cm,79.8 kg,105-173,105-L(84)-178,95-M(77)-173,60ȣ,265mm,26.4
" 3,626 ",20130429,102.1 cm,88.2 cm,177.2 cm,94.8 cm (37.3 in),78.1 cm,58.8 cm,25.3 cm,9.8 cm,76.7 kg,100-178,100-L(84)-178,95-M(79.2)-178,59ȣ,255mm,24.4
" 3,627 ",20130429,113.8 cm,86.0 cm,172.7 cm,100.9 cm (39.7 in),76.1 cm,60.3 cm,27.0 cm,10.4 cm,90.9 kg,115-173,115-M(80)-173,100-M(77)-173,60ȣ,270mm,30.5
" 3,628 ",20130429,109.1 cm,87.8 cm,174.7 cm,97.7 cm (38.5 in),77.0 cm,56.5 cm,26.3 cm,10.4 cm,91.9 kg,110-173,105-L(84)-178,100-M(77)-173,56ȣ,265mm,30.2
" 3,629 ",20130429,99.1 cm,86.8 cm,173.9 cm,87.9 cm (34.6 in),76.7 cm,57.1 cm,26.1 cm,9.9 cm,74.2 kg,100-173,100-L(82)-173,90-M(77)-173,57ȣ,265mm,24.6
" 3,630 ",20130429,90.8 cm,86.9 cm,174.0 cm,84.7 cm (33.3 in),76.7 cm,59.3 cm,26.0 cm,9.0 cm,56.4 kg,90-173,90-M(82)-178,85-M(77)-173,59ȣ,260mm,18.7
" 3,631 ",20130429,98.3 cm,88.4 cm,176.4 cm,83.5 cm (32.9 in),77.8 cm,56.9 cm,26.9 cm,9.9 cm,65.4 kg,100-178,100-L(84)-178,85-M(79.2)-178,57ȣ,270mm,21.0
" 3,632 ",20130429,99.9 cm,84.4 cm,168.4 cm,85.4 cm (33.6 in),74.0 cm,57.5 cm,24.7 cm,9.2 cm,64.4 kg,100-168,100-L(80)-168,85-M(74.8)-168,58ȣ,250mm,22.7
" 3,633 ",20130429,94.2 cm,86.4 cm,172.4 cm,74.2 cm (29.2 in),76.2 cm,55.4 cm,26.3 cm,8.6 cm,62.7 kg,95-173,95-L(82)-173,75-M(77)-173,55ȣ,265mm,21.1
" 3,634 ",20130429,108.7 cm,89.8 cm,180.4 cm,96.0 cm (37.8 in),79.4 cm,58.7 cm,28.4 cm,9.1 cm,86.4 kg,110-178,110-M(85)-185,95-M(79.2)-178,59ȣ,285mm,26.5
" 3,635 ",20130429,104.7 cm,84.9 cm,169.7 cm,92.3 cm (36.4 in),74.9 cm,56.4 cm,25.8 cm,10.5 cm,75.1 kg,105-168,105-L(82)-173,90-S(71.8)-168,56ȣ,260mm,26.1
" 3,636 ",20130429,91.4 cm,84.3 cm,169.2 cm,77.4 cm (30.5 in),74.3 cm,56.0 cm,26.4 cm,10.5 cm,60.9 kg,90-168,95-L(80)-168,75-M(74.8)-168,56ȣ,265mm,21.3
" 3,637 ",20130429,110.4 cm,88.4 cm,177.6 cm,97.7 cm (38.5 in),78.4 cm,55.4 cm,27.8 cm,10.0 cm,82.8 kg,110-178,110-M(82)-178,100-M(79.2)-178,55ȣ,280mm,26.3
" 3,638 ",20130429,91.9 cm,88.6 cm,176.9 cm,88.2 cm (34.7 in),77.8 cm,53.6 cm,25.9 cm,9.1 cm,58.1 kg,90-178,95-L(84)-178,90-M(79.2)-178,54ȣ,260mm,18.6
" 3,639 ",20130429,101.7 cm,85.0 cm,170.6 cm,87.6 cm (34.5 in),75.0 cm,58.0 cm,26.7 cm,9.2 cm,72.1 kg,100-173,100-L(82)-173,85-M(74.8)-168,58ȣ,270mm,24.8
" 3,640 ",20130429,99.7 cm,86.0 cm,172.6 cm,79.5 cm (31.3 in),76.0 cm,59.9 cm,27.6 cm,9.4 cm,74.6 kg,100-173,100-L(82)-173,80-M(77)-173,60ȣ,280mm,25.1
